#word,k-f-freq     ,k-f-ncats    ,k-f-nsamp    ,t-l-freq     ,brown-freq   ,fam,conc ,imag,meanc,wtype
flat,67,12,46,510,41,,,,,a
flat,67,12,46,510,41,,,,,v
flat,67,12,46,510,41,,,,,j
flat,67,12,46,510,41,,,,,n
flat-bottomed,4,2,2,,,,,,,j
flat-footed,1,1,1,,,,,,,j
flathead,1,1,1,,,,,,,n
flatland,1,1,1,,,,,,,n
flatly,7,6,6,24,1,,,,,a
flatten,1,1,1,39,,,,,,v
flattening,2,2,2,,,,,,,v
flattening,2,2,2,,,,,,,o
flatter,1,1,1,84,,,,,,j
flatter,1,1,1,84,,,,,,n
flatter,1,1,1,84,,,,,,v
flattering,1,1,1,35,,,,,,v
flattering,1,1,1,35,,,,,,o
flattery,3,2,3,31,,,,,,n
flatus,2,1,1,,,,,,,n
flaunt,,,,19,,,,,,n
flaunt,,,,19,,,,,,v
flautist,1,1,1,,2,,,,,n
flavour,,,,,,538,449,472,,n
flavour,,,,,,538,449,472,,v
flaw,3,3,3,24,,,,,,n
flaw,3,3,3,24,,,,,,v
flaxen,1,1,1,1,,,,,,j
flaxen,1,1,1,1,,,,,,n
flay,,,,5,,,,,,v
flea,2,2,2,18,,515,625,606,393,v
flea,2,2,2,18,,515,625,606,393,n
fleawort,1,1,1,,,,,,,n
fleck,1,1,1,5,,,,,,n
fleck,1,1,1,5,,,,,,v
fled,28,11,21,89,,,,,,p
fled,28,11,21,89,,,,,,o
fled,28,11,21,89,,,,,,v
fledge,,,,3,,,,,,j
fledge,,,,3,,,,,,v
flee,1,1,1,34,,486,400,431,376,v
fleece,,,,10,,410,555,547,387,n
fleece,,,,10,,410,555,547,387,v
fleecy,,,,4,,,,,,j
fleet,17,7,12,69,,465,520,510,387,j
fleet,17,7,12,69,,465,520,510,387,n
fleet,17,7,12,69,,465,520,510,387,v
fleeting,7,5,5,38,,,,,,j
fleeting,7,5,5,38,,,,,,o
fleming,2,2,2,,,,,,,n
flemish,5,2,3,,,,,,,j
flesh,52,9,34,179,2,483,597,567,,v
fleshly,,,,3,,,,,,a
fleshly,,,,3,,,,,,j
fleshy,2,2,2,4,,,,,,j
fletcher,7,3,3,,,,,,,n
flew,27,11,24,164,3,,,,,n
flew,27,11,24,164,3,,,,,o
flew,27,11,24,164,3,,,,,v
flex,2,2,2,,,,,,,v
flex,2,2,2,,,,,,,n
flexible,25,6,17,29,1,,,,,j
flick,2,2,2,48,3,,,,,n
flick,2,2,2,48,3,,,,,v
flicked,,,,,2,,,,,p
flicked,,,,,2,,,,,v
flicker,2,2,2,69,,470,415,506,365,n
flicker,2,2,2,69,,470,415,506,365,v
flier,2,2,2,8,,,,,,n
flier,2,2,2,8,,,,,,n
flies,,,,,6,,,,,v
flight,46,13,33,223,,,,,,j
flight,46,13,33,223,,,,,,v
flight,46,13,33,223,,,,,,n
flighty,,,,9,,341,,347,,j
flimsy,2,1,2,25,,,,,,j
flinch,,,,10,,,,,,n
flinch,,,,10,,,,,,v
fling,2,2,2,57,,,,,,n
fling,2,2,2,57,,,,,,v
flint,4,2,2,18,,,,,,v
flint,4,2,2,18,,,,,,n
flinty,,,,4,,,,,,j
flip,4,4,4,29,,,,,,j
flip,4,4,4,29,,,,,,n
flip,4,4,4,29,,,,,,v
flippant,1,1,1,23,,341,,361,,j
flirt,1,1,1,45,,,,,,n
flirt,1,1,1,45,,,,,,v
flirtation,2,2,2,20,,,,,,n
flirtatious,1,1,1,,,,,,,j
flirting,,,,,1,,,,,v
flit,,,,22,,,,,,j
flit,,,,22,,,,,,n
flit,,,,22,,,,,,o
flit,,,,22,,,,,,v
flitting,1,1,1,,,,,,,v
flitting,1,1,1,,,,,,,o
float,3,2,3,211,1,553,451,525,445,n
float,3,2,3,211,1,553,451,525,445,v
floater,1,1,1,,,,,,,n
floating,12,7,12,,6,,,,,j
floating,12,7,12,,6,,,,,v
floating,12,7,12,,6,,,,,o
flock,10,4,8,98,1,434,477,516,,n
flock,10,4,8,98,1,434,477,516,,v
flocks,,,,,1,,,,,v
floe,1,1,1,,,,,,,n
flog,1,1,1,7,,,,,,v
flogged,,,,,2,,,,,p
flogged,,,,,2,,,,,v
flood,19,7,14,325,3,523,553,598,479,n
flood,19,7,14,325,3,523,553,598,479,v
flooding,2,2,2,,1,,,,,v
flooding,2,2,2,,1,,,,,o
floor,158,15,93,1001,6,551,559,544,402,n
floor,158,15,93,1001,6,551,559,544,402,v
flooring,7,3,4,10,,,,,,v
flooring,7,3,4,10,,,,,,o
flop,1,1,1,58,2,,,,,a
flop,1,1,1,58,2,,,,,i
flop,1,1,1,58,2,,,,,n
flop,1,1,1,58,2,,,,,v
floppy,1,1,1,,2,,,,,j
floral,3,3,3,20,,,,,,j
florence,5,2,3,,,,,,,n
florentine,4,2,2,,,,,,,j
florentine,4,2,2,,,,,,,n
florid,2,2,2,8,,,,,,j
florida,20,8,13,,,,,,,n
florin,,,,4,,,,,,n
florist,1,1,1,24,,,,,,n
flory,3,1,1,,,,,,,j
flotilla,1,1,1,1,,,,,,n
flounce,,,,13,,,,,,n
flounce,,,,13,,,,,,v
flounder,1,1,1,34,,,,,,n
flounder,1,1,1,34,,,,,,v
flour,8,5,8,396,2,,,,,v
flourish,5,5,5,72,,415,323,391,,n
flourish,5,5,5,72,,415,323,391,,v
flout,,,,7,,,,,,n
flout,,,,7,,,,,,v
flow,67,11,43,220,1,518,311,417,419,v
flowed,,,,,1,,,,,p
flowed,,,,,1,,,,,v
flower,23,9,22,902,,566,584,618,529,n
flower,23,9,22,902,,566,584,618,529,v
floweret,,,,3,,,,,,n
flowering,6,4,5,,,,,,,v
flowering,6,4,5,,,,,,,o
flowers,,,,,3,,,,,v
flowery,,,,6,1,,,,,j
flowing,17,8,14,,1,,,,,v
flowing,17,8,14,,1,,,,,o
flown,4,4,4,49,,,,,,p
flown,4,4,4,49,,,,,,o
flown,4,4,4,49,,,,,,v
fluctuate,,,,8,,,,,,v
fluctuating,,,,,2,,,,,v
fluctuation,,,,12,,,,,,n
flue,,,,5,,301,500,400,,n
fluent,5,3,3,6,2,,,,,j
fluent,5,3,3,6,2,,,,,n
fluently,,,,,1,,,,,a
fluff,1,1,1,29,,,,,,v
fluffing,,,,,1,,,,,v
fluffy,1,1,1,52,,,,,,j
fluid,21,8,12,45,,,,,,j
fluid,21,8,12,45,,,,,,n
fluidity,2,2,2,,1,,,,,n
fluke,1,1,1,,,,,,,n
fluke,1,1,1,,,,,,,v
flume,,,,3,,,,,,n
flung,14,4,11,181,,,,,,p
flung,14,4,11,181,,,,,,v
fluorescein,1,1,1,,,,,,,n
fluorescence,12,1,1,,,,,,,n
fluorescent,4,3,3,,,,,,,j
fluoride,2,1,1,,,,,,,n
fluorine,1,1,1,,,,,,,n
flurry,4,4,4,24,,,,,,n
flurry,4,4,4,24,,,,,,v
flush,11,6,9,215,,507,447,530,382,a
flush,11,6,9,215,,507,447,530,382,j
flush,11,6,9,215,,507,447,530,382,n
flush,11,6,9,215,,507,447,530,382,v
flushing,4,3,3,,,,,,,v
flushing,4,3,3,,,,,,,o
flushing,4,3,3,,,,,,,n
fluster,,,,14,,,,,,n
fluster,,,,14,,,,,,v
flute,1,1,1,13,,496,587,581,436,n
flute,1,1,1,13,,496,587,581,436,v
fluted,1,1,1,14,,,,,,p
fluted,1,1,1,14,,,,,,v
fluted,1,1,1,14,,,,,,o
fluting,1,1,1,,,,,,,v
fluting,1,1,1,,,,,,,o
flutist,1,1,1,,,,,,,n
flutter,2,2,2,110,,394,386,459,,n
flutter,2,2,2,110,,394,386,459,,v
flux,30,4,8,,,,,,,j
flux,30,4,8,,,,,,,v
flux,30,4,8,,,,,,,n
fly,33,11,25,634,2,537,525,582,460,j
fly,33,11,25,634,2,537,525,582,460,n
fly,33,11,25,634,2,537,525,582,460,o
fly,33,11,25,634,2,537,525,582,460,v
flyer,4,3,3,35,,433,467,478,,n
flying,43,12,30,,2,,,,,j
flying,43,12,30,,2,,,,,v
flying,43,12,30,,2,,,,,o
foal,2,1,1,9,,338,420,448,353,n
foal,2,1,1,9,,338,420,448,353,v
foam,37,4,4,41,,462,577,600,,n
foam,37,4,4,41,,462,577,600,,v
foamy,3,2,2,10,,,,,,j
focal,8,6,6,6,,,,,,j
focus,40,13,34,68,7,,,,,v
focussed,,,,,1,,,,,p
focussed,,,,,1,,,,,v
fodder,1,1,1,10,,,,,,v
foe,8,4,6,18,,344,424,435,,j
foe,8,4,6,18,,344,424,435,,o
foe,8,4,6,18,,344,424,435,,v
foe,8,4,6,18,,344,424,435,,n
fog,25,9,18,107,,546,556,606,485,n
fog,25,9,18,107,,546,556,606,485,v
foggiest,,,,,1,,,,,j
foggy,5,3,4,11,1,,,,,j
fogy,1,1,1,,,,,,,n
foh,1,1,1,,,,,,,n
foible,,,,9,,162,336,279,,j
foible,,,,9,,162,336,279,,n
foil,20,9,10,18,,516,509,495,398,n
foil,20,9,10,18,,516,509,495,398,v
fold,7,5,7,342,2,,,,,n
fold,7,5,7,342,2,,,,,v
folded,,,,,3,,,,,p
folded,,,,,3,,,,,v
folder,1,1,1,27,1,,,,,n
folding,3,3,3,,1,,,,,v
folding,3,3,3,,1,,,,,o
foliage,12,7,8,70,1,,,,,v
folio,,,,6,,,,,,j
folio,,,,6,,,,,,v
folio,,,,6,,,,,,n
folk,34,12,21,409,2,,,,,n
folk-lore,2,1,1,,,,,,,n
follow,97,15,87,1554,15,,,,,n
follow,97,15,87,1554,15,,,,,v
followed,,,,,10,,,,,p
followed,,,,,10,,,,,v
follower,3,2,3,45,,,,,,n
following,221,15,139,551,15,551,306,349,408,j
following,221,15,139,551,15,551,306,349,408,n
following,221,15,139,551,15,551,306,349,408,v
following,221,15,139,551,15,551,306,349,408,o
follows,,,,,4,,,,,v
folly,10,4,8,72,3,414,304,326,321,v
folly,10,4,8,72,3,414,304,326,321,n
foment,,,,3,,,,,,n
foment,,,,3,,,,,,v
fond,13,9,13,171,5,556,,363,,n
fond,13,9,13,171,5,556,,363,,o
fond,13,9,13,171,5,556,,363,,v
fond,13,9,13,171,5,556,,363,,j
fondle,,,,15,,,,,,n
fondle,,,,15,,,,,,v
fondly,4,4,4,25,,,,,,a
font,,,,,,338,568,497,,n
food,147,15,66,1000,12,579,597,539,588,v
food,147,15,66,1000,12,579,597,539,588,n
fool,37,10,30,1140,7,551,354,436,468,j
fool,37,10,30,1140,7,551,354,436,468,n
fool,37,10,30,1140,7,551,354,436,468,v
fooled,,,,,2,,,,,p
fooled,,,,,2,,,,,v
foolhardy,2,1,2,,,,,,,j
fooling,3,3,3,,,,,,,v
fooling,3,3,3,,,,,,,o
foolish,16,8,15,223,2,544,244,313,471,j
fools,,,,,3,,,,,v
foot,70,11,52,505,10,583,558,597,435,v
football,36,10,20,203,,565,584,597,488,v
football,36,10,20,203,,565,584,597,488,n
footfall,1,1,1,6,,,,,,n
foothill,1,1,1,14,,,,,,n
foothold,,,,20,,,,,,n
footing,3,3,3,16,2,,,,,v
footing,3,3,3,16,2,,,,,o
footlights,,,,24,,,,,,o
footnote,3,2,3,,,,,,,n
footpath,1,1,1,1,,,,,,n
footprint,,,,15,,,,,,n
footsore,,,,2,,,,,,j
footsore,,,,2,,,,,,n
footstep,3,3,3,101,,517,470,526,,n
footstool,1,1,1,9,,,,,,n
foppish,1,1,1,,,,,,,j
for,9489,15,500,39363,1157,603,245,216,244,c
for,9489,15,500,39363,1157,603,245,216,244,r
forage,3,1,1,11,,,,,,v
foray,1,1,1,9,,,,,,n
foray,1,1,1,9,,,,,,v
forbade,1,1,1,,,349,,320,,v
forbear,,,,18,,,,,,n
forbear,,,,18,,,,,,v
forbid,4,4,4,35,,505,348,367,454,n
forbid,4,4,4,35,,505,348,367,454,o
forbid,4,4,4,35,,505,348,367,454,v
forbidden,15,7,15,65,,,,,,p
forbidden,15,7,15,65,,,,,,o
forbidden,15,7,15,65,,,,,,v
forbidding,2,2,2,,,,,,,j
forbidding,2,2,2,,,,,,,v
forbidding,2,2,2,,,,,,,o
forbore,1,1,1,,,,,,,v
forborne,1,1,1,,,,,,,p
forborne,1,1,1,,,,,,,v
force,230,15,122,1019,4,552,331,437,,n
force,230,15,122,1019,4,552,331,437,,v
forced,81,15,66,,4,,,,,p
forced,81,15,66,,4,,,,,v
forced,81,15,66,,4,,,,,o
forceful,8,5,7,23,,,,,,a
forceful,8,5,7,23,,,,,,j
forceps,,,,11,,402,585,553,366,j
forceps,,,,11,,402,585,553,366,o
forces,,,,,2,,,,,v
forcible,,,,4,,,,,,a
forcible,,,,4,,,,,,j
forcibly,,,,,1,,,,,a
forcing,13,10,12,,1,,,,,v
forcing,13,10,12,,1,,,,,o
ford,24,8,16,89,,,,,,n
ford,24,8,16,89,,,,,,v
fore,7,4,7,23,1,414,300,340,308,j
fore,7,4,7,23,1,414,300,340,308,a
fore,7,4,7,23,1,414,300,340,308,i
fore,7,4,7,23,1,414,300,340,308,r
forearm,3,2,3,10,,474,608,529,,n
forearm,3,2,3,10,,474,608,529,,v
forebode,,,,4,,,,,,n
forebode,,,,4,,,,,,v
foreboding,4,4,4,21,,,,,,v
foreboding,4,4,4,21,,,,,,o
foreboding,4,4,4,21,,,,,,n
forecast,10,6,9,26,,524,308,435,444,p
forecast,10,6,9,26,,524,308,435,444,n
forecast,10,6,9,26,,524,308,435,444,v
forecastle,,,,17,,,,,,n
foreclose,,,,14,,,,,,v
forefather,,,,9,,,,,,n
forefinger,6,5,6,38,,,,,,n
forego,3,3,3,5,,,,,,v
foregone,1,1,1,3,1,,,,,p
foregone,1,1,1,3,1,,,,,o
foregone,1,1,1,3,1,,,,,j
foregone,1,1,1,3,1,,,,,v
foreground,2,1,1,20,1,,,,,j
foreground,2,1,1,20,1,,,,,n
forehead,16,7,15,188,,521,590,596,,n
foreign,158,13,83,362,9,539,,404,,n
foreign,158,13,83,362,9,539,,404,,o
foreign,158,13,83,362,9,539,,404,,j
foreigner,4,2,3,92,1,499,492,516,,n
foreknown,1,1,1,,,,,,,p
foreknown,1,1,1,,,,,,,v
foreleg,1,1,1,1,,,,,,n
forelock,,,,3,,353,565,421,,v
forelock,,,,3,,353,565,421,,n
foremost,12,7,12,24,,,,,,a
foremost,12,7,12,24,,,,,,j
forenoon,,,,11,,,,,,j
forenoon,,,,11,,,,,,n
forensic,7,2,2,,,,,,,n
forensic,7,2,2,,,,,,,j
forepart,1,1,1,,,,,,,n
forerunner,7,3,4,5,,,,,,n
foresaw,2,2,2,11,,,,,,v
foresee,3,3,3,18,1,,,,,v
foreseen,8,6,7,16,,,,,,p
foreseen,8,6,7,16,,,,,,v
foreshadow,,,,4,,,,,,n
foreshadow,,,,4,,,,,,v
foreshorten,,,,4,,,,,,v
forest,66,9,21,209,2,513,609,633,520,n
forestall,5,2,5,12,,,,,,n
forestall,5,2,5,12,,,,,,v
forester,,,,11,,,,,,n
foretaste,,,,3,,,,,,n
foretaste,,,,3,,,,,,v
foretell,1,1,1,3,,,,,,v
foretold,,,,9,,,,,,p
foretold,,,,9,,,,,,v
forever,39,14,30,352,3,,,,,n
forever,39,14,30,352,3,,,,,a
forewarn,,,,4,,,,,,v
forfeit,3,2,2,12,,380,295,310,,j
forfeit,3,2,2,12,,380,295,310,,n
forfeit,3,2,2,12,,380,295,310,,v
forgave,2,2,2,16,,,,,,v
forge,10,3,3,48,,,,,,n
forge,10,3,3,48,,,,,,v
forgery,1,1,1,12,,,,,,n
forget,54,14,42,882,17,,,,,v
forget-me-not,,,,6,,,,,,n
forgetful,2,1,2,9,,551,,354,,j
forgets,,,,,1,,,,,v
forgetting,,,,,4,,,,,v
forging,1,1,1,,,,,,,n
forging,1,1,1,,,,,,,v
forging,1,1,1,,,,,,,o
forgive,24,9,12,206,,,,,,v
forgiven,6,3,3,48,2,,,,,p
forgiven,6,3,3,48,2,,,,,v
forgo,1,1,1,,,,,,,v
forgot,18,9,16,245,5,,,,,v
forgotten,38,11,35,436,13,,,,,p
forgotten,38,11,35,436,13,,,,,v
fork,14,8,12,137,1,584,592,598,412,n
fork,14,8,12,137,1,584,592,598,412,v
forked,4,1,3,,,,,,,j
forked,4,1,3,,,,,,,p
forked,4,1,3,,,,,,,v
forked,4,1,3,,,,,,,o
forlorn,3,3,3,41,,,,,,n
forlorn,3,3,3,41,,,,,,j
form,370,14,171,792,25,553,438,452,389,n
form,370,14,171,792,25,553,438,452,389,v
formal,48,9,35,166,3,,,,,o
formal,48,9,35,166,3,,,,,j
formality,2,2,2,51,1,,,,,n
formalize,2,2,2,,,,,,,v
formally,18,6,18,27,2,,,,,a
format,9,4,5,,,493,,,,n
formation,37,11,25,44,,471,381,409,,n
formative,2,2,2,,,,,,,n
formative,2,2,2,,,,,,,j
formed,76,12,56,,3,,,,,p
formed,76,12,56,,3,,,,,v
formed,76,12,56,,3,,,,,o
former,131,14,90,233,1,523,,283,,j
former,131,14,90,233,1,523,,283,,n
formerly,28,11,24,102,,,,,,a
formidable,17,7,16,34,1,,,,,j
forming,21,8,19,,,,,,,v
forming,21,8,19,,,,,,,o
formosan,1,1,1,,,,,,,j
formosan,1,1,1,,,,,,,n
forms,,,,,5,,,,,v
formulate,9,4,7,28,,,,,,v
formulating,,,,,1,,,,,v
formulation,17,4,7,1,,,,,,n
forsake,1,1,1,13,,,,,,o
forsake,1,1,1,13,,,,,,v
forsaken,2,1,2,11,,,,,,p
forsaken,2,1,2,11,,,,,,v
forsook,,,,5,,,,,,v
fort,55,11,20,87,,418,580,559,,v
fort,55,11,20,87,,418,580,559,,n
forte,6,5,6,,,,,,,j
forte,6,5,6,,,,,,,n
forte,6,5,6,,,,,,,a
forth,71,14,61,465,10,474,322,336,295,n
forth,71,14,61,465,10,474,322,336,295,a
forth,71,14,61,465,10,474,322,336,295,r
forthcoming,11,5,10,14,,,,,,o
forthcoming,11,5,10,14,,,,,,j
forthright,6,5,6,,,,,,,a
forthright,6,5,6,,,,,,,j
forthright,6,5,6,,,,,,,n
forthwith,,,,17,,,,,,a
fortieth,,,,2,,,,,,n
fortieth,,,,2,,,,,,j
fortification,,,,10,,356,459,426,,n
fortified,,,,,1,,,,,p
fortified,,,,,1,,,,,v
fortify,2,1,2,25,,,,,,v
fortin,1,1,1,,,,,,,n
fortnight,1,1,1,27,10,,,,,n
fortress,6,3,6,17,,,,,,v
fortress,6,3,6,17,,,,,,n
fortuitous,,,,3,1,,,,,j
fortunate,22,8,18,136,1,,,,,n
fortunate,22,8,18,136,1,,,,,v
fortunate,22,8,18,136,1,,,,,j
fortunately,,,,,6,,,,,a
fortune,25,10,17,382,3,497,364,459,,v
fortune,25,10,17,382,3,497,364,459,,n
forty,36,12,31,283,16,,,,,n
forty,36,12,31,283,16,,,,,j
forty-five,7,6,7,75,,,,,,n
forum,10,6,6,69,1,,,,,n
forward,115,14,80,736,17,596,,329,,a
forward,115,14,80,736,17,596,,329,,j
forward,115,14,80,736,17,596,,329,,n
forward,115,14,80,736,17,596,,329,,v
forwarding,1,1,1,,,,,,,v
forwarding,1,1,1,,,,,,,o
fossil,,,,10,,,,,,j
fossil,,,,10,,,,,,n
fossilized,,,,,2,,,,,p
fossilized,,,,,2,,,,,v
foster,15,7,9,93,,,,,,n
foster,15,7,9,93,,,,,,v
fought,46,12,35,210,4,,,,,p
fought,46,12,35,210,4,,,,,o
fought,46,12,35,210,4,,,,,v
foul,4,4,4,39,2,483,351,467,407,a
foul,4,4,4,39,2,483,351,467,407,j
foul,4,4,4,39,2,483,351,467,407,n
foul,4,4,4,39,2,483,351,467,407,v
foully,1,1,1,,,,,,,a
found,536,15,271,2892,70,,,,,n
found,536,15,271,2892,70,,,,,p
found,536,15,271,2892,70,,,,,v
foundation,38,7,24,200,13,475,462,429,,n
founded,20,9,18,,2,,,,,p
founded,20,9,18,,2,,,,,v
founded,20,9,18,,2,,,,,o
founder,10,6,10,36,,387,,339,,n
founder,10,6,10,36,,387,,339,,v
foundling,1,1,1,,,,,,,n
foundry,1,1,1,6,,,,,,n
fount,,,,1,,,,,,n
fount,,,,1,,,,,,n
fountain,18,7,9,83,,469,593,602,,n
fountainhead,1,1,1,2,,,,,,n
four,359,15,214,1637,108,553,365,491,402,n
four,359,15,214,1637,108,553,365,491,402,j
four-footed,,,,2,,,,,,j
fourish,,,,,1,,,,,j
fourpence,,,,,1,,,,,n
fourscore,,,,1,,,,,,j
foursome,1,1,1,,,,,,,j
foursome,1,1,1,,,,,,,n
fourteen,31,11,27,143,7,,,,,n
fourteen,31,11,27,143,7,,,,,j
fourteenth,3,2,3,19,7,,,,,n
fourteenth,3,2,3,19,7,,,,,j
fourth,74,12,58,221,10,549,307,384,374,j
fourth,74,12,58,221,10,549,307,384,374,n
fowl,1,1,1,27,,452,532,528,459,o
fowl,1,1,1,27,,452,532,528,459,n
fowl,1,1,1,27,,452,532,528,459,v
fowler,2,2,2,1,,,,,,n
fox,13,7,8,135,,501,605,607,430,v
fox,13,7,8,135,,501,605,607,430,n
foxglove,,,,1,,,,,,n
foxtrot,,,,,,403,440,478,342,n
foxy,,,,17,,,,,,j
foy,2,1,1,,,,,,,n
foyer,3,3,3,18,,,,,,n
fraction,23,7,15,36,,,,,,n
fractional,1,1,1,3,,,,,,j
fractious,1,1,1,,,,,,,j
fracture,1,1,1,26,,,,,,n
fracture,1,1,1,26,,,,,,v
fragile,10,7,9,68,,,,,,j
fragment,6,4,6,56,,,,,,v
fragment,6,4,6,56,,,,,,n
fragmentary,7,3,6,,,,,,,j
fragmentation,5,4,5,,,,,,,n
fragmented,4,3,3,,,,,,,p
fragmented,4,3,3,,,,,,,v
fragmented,4,3,3,,,,,,,o
fragrance,6,3,4,70,,,,,,n
fragrant,3,3,3,66,,,,,,j
frail,8,6,7,58,,459,383,430,411,n
frail,8,6,7,58,,459,383,430,411,j
frailty,,,,6,,,,,,n
frame,74,12,42,335,1,494,562,508,,n
frame,74,12,42,335,1,494,562,508,,v
framer,1,1,1,3,,,,,,n
framework,11,6,10,16,,,,,,n
framing,10,6,8,,,,,,,v
framing,10,6,8,,,,,,,o
franc,1,1,1,61,1,388,479,426,339,n
franchise,5,4,4,6,,313,360,309,,o
franchise,5,4,4,6,,313,360,309,,v
franchise,5,4,4,6,,313,360,309,,n
franciscan,1,1,1,,,,,,,j
franciscan,1,1,1,,,,,,,n
frank,68,11,54,176,4,500,401,419,356,n
frank,68,11,54,176,4,500,401,419,356,j
frank,68,11,54,176,4,500,401,419,356,v
frankfort,1,1,1,,,,,,,n
franklin,30,7,19,,,,,,,n
frankly,13,7,13,156,5,,,,,a
frantic,11,7,11,121,,456,,400,,j
frantic,11,7,11,121,,456,,400,,n
frantically,,,,,1,,,,,a
fraternal,,,,10,,416,349,376,355,j
fraternity,6,4,5,40,,510,429,508,407,n
fraternize,1,1,1,,,,,,,v
fraud,8,4,5,31,2,447,304,381,410,n
fraudulent,,,,16,,,,,,j
fraught,,,,8,,,,,,j
fraught,,,,8,,,,,,n
fraught,,,,8,,,,,,o
fraught,,,,8,,,,,,v
fray,1,1,1,32,,,,,,n
fray,1,1,1,32,,,,,,v
freak,4,2,4,44,1,,,,,j
freak,4,2,4,44,1,,,,,v
freak,4,2,4,44,1,,,,,n
freakish,1,1,1,3,,,,,,j
freckle,,,,64,,,,,,n
freckle,,,,64,,,,,,v
freckled,1,1,1,,,,,,,p
freckled,1,1,1,,,,,,,v
freckled,1,1,1,,,,,,,o
free,260,15,148,777,26,607,328,397,528,a
free,260,15,148,777,26,607,328,397,528,n
free,260,15,148,777,26,607,328,397,528,j
free,260,15,148,777,26,607,328,397,528,v
freebooter,,,,1,,,,,,n
freed,,,,,2,,,,,p
freed,,,,,2,,,,,v
freedom,128,12,74,256,1,568,277,437,515,n
freehold,,,,2,,,,,,j
freehold,,,,2,,,,,,n
freeholder,1,1,1,,,,,,,n
freelance,,,,,3,,,,,n
freelance,,,,,3,,,,,v
freely,22,10,20,90,1,586,,354,,a
freer,5,3,4,,,,,,,j
freer,5,3,4,,,,,,,n
freeze,6,5,5,116,1,563,480,521,393,n
freeze,6,5,5,116,1,563,480,521,393,v
freezer,1,1,1,,,,,,,n
freezing,15,7,9,,1,,,,,v
freezing,15,7,9,,1,,,,,o
freight,28,8,13,99,1,425,511,465,380,o
freight,28,8,13,99,1,425,511,465,380,v
freighter,4,2,3,11,,,,,,n
french,139,12,71,,,,,,,j
french,139,12,71,,,,,,,v
frenetic,1,1,1,,,,,,,j
frenetic,1,1,1,,,,,,,n
frenzied,1,1,1,24,,,,,,j
frenzied,1,1,1,24,,,,,,o
frenzy,6,5,6,39,,409,303,450,,j
frenzy,6,5,6,39,,409,303,450,,v
frequency,22,5,13,10,,,,,,n
frequent,34,10,31,138,2,,,,,v
frequent,34,10,31,138,2,,,,,j
frequently,91,13,66,272,6,,,,,a
fresco,8,2,2,5,,,,,,j
fresco,8,2,2,5,,,,,,v
fresco,8,2,2,5,,,,,,n
fresh,82,13,61,551,4,576,,453,,a
fresh,82,13,61,551,4,576,,453,,n
fresh,82,13,61,551,4,576,,453,,v
fresh,82,13,61,551,4,576,,453,,j
freshen,,,,13,,,,,,v
freshet,,,,2,,,,,,n
freshly,2,2,2,53,,,,,,a
fret,1,1,1,32,,,,,,j
fret,1,1,1,32,,,,,,n
fret,1,1,1,32,,,,,,v
fretful,,,,12,,,,,,j
fretted,1,1,1,,,,,,,p
fretted,1,1,1,,,,,,,v
fretted,1,1,1,,,,,,,o
freudian,3,3,3,,,,,,,n
freudian,3,3,3,,,,,,,j
friable,2,1,1,,,,,,,j
friar,1,1,1,11,,343,543,497,,n
fricassee,,,,26,,,,,,n
fricassee,,,,26,,,,,,v
friction,17,5,10,22,1,499,414,445,,v
friction,17,5,10,22,1,499,414,445,,n
frictional,2,1,1,,,,,,,j
friday,60,10,34,,11,,,,,n
fried,6,4,5,105,,,,,,p
fried,6,4,5,105,,,,,,v
fried,6,4,5,105,,,,,,o
friend,133,14,83,2553,23,603,450,587,538,j
friend,133,14,83,2553,23,603,450,587,538,v
friend,133,14,83,2553,23,603,450,587,538,n
friendless,,,,5,,,,,,j
friendly,61,14,44,357,7,604,,439,,a
friendly,61,14,44,357,7,604,,439,,n
friendly,61,14,44,357,7,604,,439,,j
friendship,27,8,20,222,,567,335,535,,n
frieze,13,2,4,10,,296,324,315,195,v
frieze,13,2,4,10,,296,324,315,195,n
frigate,,,,1,,,,,,j
frigate,,,,1,,,,,,n
fright,2,2,2,105,1,,,,,n
fright,2,2,2,105,1,,,,,v
frighten,11,4,5,76,1,,,,,v
frightened,,,,,1,,,,,j
frightened,,,,,1,,,,,p
frightened,,,,,1,,,,,v
frightening,,,,,2,,,,,j
frightening,,,,,2,,,,,v
frightens,,,,,1,,,,,v
frightful,6,4,6,67,7,,,,,j
frightfully,,,,,11,,,,,a
frigid,5,4,5,18,,466,411,463,445,j
frill,,,,44,,379,523,497,,n
frill,,,,44,,379,523,497,,v
frilly,1,1,1,,,,,,,j
fringe,16,6,9,71,1,,,,,n
fringe,16,6,9,71,1,,,,,v
frippery,,,,5,,,,,,j
frippery,,,,5,,,,,,n
frisco,3,2,2,,,,,,,n
frisk,,,,14,,,,,,j
frisk,,,,14,,,,,,n
frisk,,,,14,,,,,,v
frisky,,,,2,,,,,,j
frist,1,1,1,,,,,,,n
frist,1,1,1,,,,,,,v
fritter,,,,11,,,,,,n
fritter,,,,11,,,,,,v
frivolity,2,2,2,12,,,,,,n
frivolous,6,2,4,23,,403,,378,,n
frivolous,6,2,4,23,,403,,378,,j
frizzle,,,,5,,,,,,j
frizzle,,,,5,,,,,,n
frizzle,,,,5,,,,,,v
fro,,,,31,1,,,,,a
fro,,,,31,1,,,,,c
fro,,,,31,1,,,,,r
frock,2,2,2,250,,323,481,403,275,v
